Type,Unique ID,ID,Name,Begin Time,End Time,Life Time,
"Thread",1424,19840,"Unknown","4 097,08","4 099,71","2,63",
"Thread",1425,15492,"Unknown","4 097,45","4 100,02","2,57",
"Thread",1426,6296,"Unknown","4 097,80","4 100,37","2,58",
"Thread",1427,7612,"Unknown","4 098,18","4 100,86","2,69",
"Thread",1428,6924,"Unknown","4 098,56","4 101,25","2,69",
"Thread",1429,3984,"Unknown","4 098,91","4 101,64","2,72",
"Thread",1430,6888,"Unknown","4 099,31","4 102,89","3,58",
"Thread",1431,11616,"Unknown","4 099,73","4 102,39","2,67",
"Thread",1432,15332,"Unknown","4 100,13","4 102,81","2,68",
"Thread",1433,9260,"Unknown","4 100,51","4 103,65","3,14",
"Thread",1434,19216,"Unknown","4 100,88","4 103,70","2,82",
"Thread",1435,8452,"Unknown","4 101,23","4 104,49","3,26",
"Thread",1436,11556,"Unknown","4 101,60","4 104,95","3,35",
"Thread",1437,19300,"Unknown","4 102,36","4 104,95","2,59",
"Thread",1438,19092,"Unknown","4 102,74","4 105,50","2,75",
"Thread",1439,18396,"Unknown","4 103,14","4 105,60","2,46",
"Thread",1440,15864,"Unknown","4 103,49","4 106,15","2,66",
"Thread",1441,16252,"Unknown","4 103,88","4 106,27","2,39",
"Thread",1442,3228,"Unknown","4 104,24","4 106,86","2,62",
"Thread",1443,15428,"Unknown","4 153,69","4 156,27","2,58",
"Thread",1444,14244,"Unknown","4 154,26","4 156,54","2,28",
"Thread",1445,5888,"Unknown","4 154,90","4 156,90","2,00",
"Thread",1446,9024,"Unknown","4 155,40","4 157,76","2,36",
"Thread",1447,19404,"Unknown","4 155,80","4 158,33","2,53",
"Thread",1448,3160,"Unknown","4 156,22","4 158,70","2,48",
"Thread",1449,18364,"Unknown","4 156,69","4 159,33","2,64",
"Thread",1450,16936,"Unknown","4 157,04","4 159,59","2,54",
"Thread",1451,11724,"Unknown","4 157,54","4 160,27","2,73",
"Thread",1452,4000,"Unknown","4 157,94","4 160,34","2,41",
"Thread",1453,6276,"Unknown","4 158,31","4 160,94","2,63",
"Thread",1454,8644,"Unknown","4 158,71","4 161,34","2,63",
"Thread",1455,7560,"Unknown","4 159,08","4 161,97","2,89",
"Thread",1456,18580,"Unknown","4 159,48","4 162,03","2,55",
"Thread",1457,19504,"Unknown","4 159,85","4 162,44","2,58",
"Thread",1458,12024,"Unknown","4 160,28","4 162,91","2,63",
"Thread",1459,19912,"Unknown","4 160,70","4 163,19","2,49",
"Thread",1460,18084,"Unknown","4 161,11","4 163,57","2,47",
"Thread",1461,7552,"Unknown","4 161,52","4 163,86","2,34",
"Thread",1462,15420,"Unknown","4 161,90","4 164,15","2,26",
"Thread",1463,15328,"Unknown","4 162,38","4 164,99","2,61",
"Thread",1464,14952,"Unknown","4 162,80","4 165,61","2,81",
"Thread",1465,17776,"Unknown","4 163,17","4 165,66","2,50",
"Thread",1466,13484,"Unknown","4 163,51","4 166,07","2,56",
"Thread",1467,1132,"Unknown","4 163,93","4 166,53","2,60",
"Thread",1468,13632,"Unknown","4 164,32","4 167,06","2,74",
"Thread",1469,5108,"Unknown","4 164,77","4 167,84","3,07",
"Thread",1470,14680,"Unknown","4 165,18","4 167,86","2,68",
"Thread",1471,11720,"Unknown","4 165,55","4 168,18","2,63",
"Thread",1472,15932,"Unknown","4 165,96","4 168,87","2,91",
"Thread",1473,14016,"Unknown","4 166,35","4 169,84","3,49",
"Thread",1474,17016,"Unknown","4 166,81","4 169,47","2,65",
"Thread",1475,15584,"Unknown","4 167,25","4 169,85","2,60",
"Thread",1476,19460,"Unknown","4 167,62","4 170,67","3,06",
"Thread",1477,19156,"Unknown","4 168,05","4 170,76","2,71",
"Thread",1478,14180,"Unknown","4 168,48","4 171,15","2,67",
"Thread",1479,4792,"Unknown","4 168,89","4 171,62","2,72",
"Thread",1480,18684,"Unknown","4 169,31","4 172,09","2,78",
"Thread",1481,15636,"Unknown","4 169,69","4 172,66","2,96",
"Thread",1482,5172,"Unknown","4 170,06","4 173,29","3,23",
"Thread",1483,14820,"Unknown","4 170,44","4 173,04","2,59",
"Thread",1484,11364,"Unknown","4 170,86","4 173,67","2,81",
"Thread",1485,10124,"Unknown","4 171,27","4 174,20","2,93",
"Thread",1486,8372,"Unknown","4 171,76","4 174,96","3,21",
"Thread",1487,19784,"Unknown","4 172,10","4 174,86","2,76",
"Thread",1488,16952,"Unknown","4 172,49","4 175,16","2,67",
"Thread",1489,7356,"Unknown","4 172,84","4 175,50","2,66",
"Thread",1490,916,"Unknown","4 173,31","4 176,18","2,87",
"Thread",1491,15508,"Unknown","4 173,66","4 176,39","2,72",
"Thread",1492,2856,"Unknown","4 174,05","4 177,06","3,01",
"Thread",1493,2836,"Unknown","4 174,50","4 177,30","2,80",
"Thread",1494,16328,"Unknown","4 174,88","4 177,54","2,66",
"Thread",1495,13420,"Unknown","4 175,28","4 177,46","2,18",
"Thread",1496,11996,"Unknown","4 175,67","4 178,14","2,47",
"Thread",1497,19272,"Unknown","4 226,02","4 228,60","2,58",
"Thread",1498,14076,"Unknown","4 226,63","4 228,62","1,99",
"Thread",1499,17412,"Unknown","4 227,36","4 229,81","2,45",
"Thread",1500,7888,"Unknown","4 227,93","4 230,60","2,67",
"Thread",1501,5288,"Unknown","4 228,35","4 231,31","2,97",
"Thread",1502,14580,"Unknown","4 228,76","4 231,78","3,01",
"Thread",1503,15248,"Unknown","4 229,23","4 232,57","3,34",
"Thread",1504,14112,"Unknown","4 229,61","4 232,16","2,55",
"Thread",1505,13884,"Unknown","4 230,05","4 233,04","2,99",
"Thread",1506,17324,"Unknown","4 230,44","4 233,04","2,60",
"Thread",1507,8084,"Unknown","4 230,82","4 234,02","3,19",
"Thread",1508,1276,"Unknown","4 231,25","4 234,72","3,47",
"Thread",1509,19184,"Unknown","4 231,66","4 234,35","2,69",
"Thread",1510,10132,"Unknown","4 232,17","4 235,30","3,13",
"Thread",1511,8000,"Unknown","4 232,58","4 235,39","2,81",
"Thread",1512,15152,"Unknown","4 233,00","4 235,80","2,80",
"Thread",1513,18300,"Unknown","4 233,46","4 236,67","3,20",
"Thread",1514,14796,"Unknown","4 234,16","4 236,99","2,83",
"Thread",1515,15764,"Unknown","4 234,57","4 237,80","3,22",
"Thread",1516,5996,"Unknown","4 234,97","4 237,89","2,92",
"Thread",1517,17668,"Unknown","4 235,38","4 237,99","2,60",
"Thread",1518,19816,"Unknown","4 235,74","4 238,37","2,62",
"Thread",1519,10332,"Unknown","4 236,20","4 239,24","3,04",
"Thread",1520,380,"Unknown","4 236,57","4 239,32","2,75",
"Thread",1521,19452,"Unknown","4 237,03","4 240,17","3,14",
"Thread",1522,15676,"Unknown","4 237,43","4 240,08","2,65",
"Thread",1523,8356,"Unknown","4 238,01","4 240,70","2,69",
"Thread",1524,9864,"Unknown","4 238,35","4 240,93","2,58",
"Thread",1525,3520,"Unknown","4 238,72","4 241,39","2,68",
"Thread",1526,20252,"Unknown","4 239,16","4 242,17","3,01",
"Thread",1527,14508,"Unknown","4 239,54","4 242,03","2,50",
"Thread",1528,16668,"Unknown","4 239,93","4 242,64","2,70",
"Thread",1529,5056,"Unknown","4 240,39","4 243,09","2,70",
"Thread",1530,5068,"Unknown","4 240,92","4 244,12","3,19",
"Thread",1531,17876,"Unknown","4 241,30","4 244,17","2,88",
"Thread",1532,15624,"Unknown","4 241,74","4 244,57","2,83",
"Thread",1533,7228,"Unknown","4 242,27","4 244,89","2,62",
"Thread",1534,6940,"Unknown","4 242,64","4 245,66","3,02",
"Thread",1535,1160,"Unknown","4 243,02","4 245,90","2,88",
"Thread",1536,20232,"Unknown","4 243,39","4 246,28","2,89",
"Thread",1537,11776,"Unknown","4 243,76","4 246,88","3,12",
"Thread",1538,17596,"Unknown","4 244,14","4 246,68","2,54",
"Thread",1539,10120,"Unknown","4 244,53","4 247,90","3,37",
"Thread",1540,13712,"Unknown","4 244,92","4 248,14","3,22",
"Thread",1541,17728,"Unknown","4 245,71","4 248,64","2,93",
"Thread",1542,1628,"Unknown","4 246,09","4 248,69","2,60",
"Thread",1543,8696,"Unknown","4 246,50","4 249,66","3,17",
"Thread",1544,16736,"Unknown","4 246,88","4 250,34","3,47",
"Thread",1545,15296,"Unknown","4 247,25","4 250,54","3,29",
"Thread",1546,5440,"Unknown","4 248,16","4 251,22","3,06",
"Thread",1547,19248,"Unknown","4 248,83","4 251,58","2,75",
"Thread",1548,14412,"Unknown","4 249,22","4 252,29","3,07",
"Thread",1549,11920,"Unknown","4 249,64","4 252,49","2,86",
"Thread",1550,5400,"Unknown","4 250,11","4 252,45","2,34",
"Thread",1551,16940,"Unknown","4 250,51","4 252,59","2,08",
"Thread",1552,11696,"Unknown","4 300,07","4 302,69","2,62",
"Thread",1553,9672,"Unknown","4 300,65","4 302,83","2,18",
"Thread",1554,872,"Unknown","4 301,40","4 303,39","1,99",
"Thread",1555,2124,"Unknown","4 301,93","4 304,62","2,69",
"Thread",1556,15704,"Unknown","4 302,34","4 304,71","2,37",
"Thread",1557,16552,"Unknown","4 302,72","4 305,53","2,82",
"Thread",1558,18492,"Unknown","4 303,10","4 305,85","2,75",
"Thread",1559,15792,"Unknown","4 303,60","4 306,26","2,66",
"Thread",1560,18780,"Unknown","4 304,00","4 306,52","2,53",
"Thread",1561,17860,"Unknown","4 304,46","4 307,29","2,83",
"Thread",1562,16264,"Unknown","4 304,89","4 307,52","2,63",
"Thread",1563,8792,"Unknown","4 305,27","4 307,84","2,57",
"Thread",1564,14152,"Unknown","4 305,68","4 308,64","2,96",
"Thread",1565,2964,"Unknown","4 306,14","4 308,78","2,64",
"Thread",1566,16112,"Unknown","4 306,52","4 309,14","2,62",
"Thread",1567,6072,"Unknown","4 306,97","4 309,83","2,86",
"Thread",1568,14864,"Unknown","4 307,42","4 309,93","2,51",
"Thread",1569,16000,"Unknown","4 307,81","4 310,55","2,74",
"Thread",1570,1916,"Unknown","4 308,26","4 311,24","2,98",
"Thread",1571,20112,"Unknown","4 308,79","4 311,47","2,68",
"Thread",1572,1480,"Unknown","4 309,25","4 311,85","2,60",
"Thread",1573,15760,"Unknown","4 309,62","4 312,40","2,78",
"Thread",1574,13360,"Unknown","4 310,02","4 313,10","3,08",
"Thread",1575,1592,"Unknown","4 310,47","4 313,14","2,67",
"Thread",1576,18824,"Unknown","4 310,92","4 313,63","2,71",
"Thread",1577,12484,"Unknown","4 311,33","4 313,91","2,58",
"Thread",1578,12652,"Unknown","4 311,70","4 314,76","3,06",
"Thread",1579,14480,"Unknown","4 312,11","4 314,75","2,64",
"Thread",1580,556,"Unknown","4 312,49","4 315,35","2,87",
"Thread",1581,17572,"Unknown","4 312,86","4 315,91","3,05",
"Thread",1582,8120,"Unknown","4 313,36","4 315,89","2,54",
"Thread",1583,20060,"Unknown","4 313,74","4 316,58","2,83",
"Thread",1584,18820,"Unknown","4 314,13","4 316,87","2,75",
"Thread",1585,9124,"Unknown","4 314,48","4 317,44","2,97",
"Thread",1586,19020,"Unknown","4 314,89","4 317,74","2,86",
"Thread",1587,8780,"Unknown","4 315,28","4 317,92","2,64",
"Thread",1588,17680,"Unknown","4 315,72","4 318,54","2,82",
"Thread",1589,20040,"Unknown","4 316,10","4 319,11","3,01",
"Thread",1590,19760,"Unknown","4 316,45","4 319,62","3,18",
"Thread",1591,8728,"Unknown","4 316,83","4 319,62","2,79",
"Thread",1592,2644,"Unknown","4 317,67","4 320,15","2,48",
"Thread",1593,14364,"Unknown","4 318,09","4 320,56","2,48",
"Thread",1594,18564,"Unknown","4 318,48","4 321,05","2,57",
"Thread",1595,16524,"Unknown","4 318,88","4 321,40","2,52",
"Thread",1596,14744,"Unknown","4 319,27","4 321,81","2,54",
"Thread",1597,9912,"Unknown","4 319,68","4 322,17","2,49",
"Thread",1598,15232,"Unknown","4 320,01","4 323,40","3,39",
"Thread",1599,15808,"Unknown","4 320,40","4 323,21","2,81",
"Thread",1600,14380,"Unknown","4 320,77","4 323,62","2,86",
"Thread",1601,6952,"Unknown","4 321,18","4 323,90","2,72",
"Thread",1602,7748,"Unknown","4 321,53","4 324,54","3,00",
"Thread",1603,19872,"Unknown","4 321,90","4 324,61","2,71",
"Thread",1604,19660,"Unknown","4 322,33","4 325,77","3,44",
"Thread",1605,15068,"Unknown","4 322,76","4 325,27","2,51",
"Thread",1606,16788,"Unknown","4 323,45","4 326,09","2,64",
"Thread",1607,19056,"Unknown","4 323,88","4 325,87","1,99",
"Thread",1608,16152,"Unknown","4 372,93","4 375,77","2,84",
"Thread",1609,7284,"Unknown","4 373,57","4 375,52","1,94",
"Thread",1610,16968,"Unknown","4 374,27","4 376,39","2,13",
"Thread",1611,17152,"Unknown","4 374,85","4 376,55","1,70",
"Thread",1612,13416,"Unknown","4 375,31","4 377,07","1,76",
"Thread",1613,19200,"Unknown","4 375,72","4 377,62","1,91",
"Thread",1614,16500,"Unknown","4 376,12","4 378,08","1,96",
"Thread",1615,2260,"Unknown","4 376,62","4 378,88","2,26",
"Thread",1616,19412,"Unknown","4 376,93","4 378,80","1,86",
"Thread",1617,19904,"Unknown","4 377,32","4 379,48","2,16",
"Thread",1618,9492,"Unknown","4 377,68","4 379,77","2,09",
"Thread",1619,6356,"Unknown","4 378,11","4 380,58","2,47",
"Thread",1620,17180,"Unknown","4 378,51","4 381,14","2,62",
"Thread",1621,17940,"Unknown","4 378,90","4 381,35","2,45",
"Thread",1622,15448,"Unknown","4 379,34","4 381,66","2,32",
"Thread",1623,19828,"Unknown","4 379,68","4 382,04","2,35",
"Thread",1624,13432,"Unknown","4 380,08","4 382,33","2,25",
"Thread",1625,13152,"Unknown","4 380,46","4 382,99","2,53",
"Thread",1626,15388,"Unknown","4 380,87","4 383,45","2,58",
"Thread",1627,19924,"Unknown","4 381,33","4 383,42","2,09",
"Thread",1628,17420,"Unknown","4 381,73","4 383,89","2,16",
"Thread",1629,19160,"Unknown","4 382,12","4 384,18","2,06",
"Thread",1630,16944,"Unknown","4 382,54","4 384,90","2,36",
"Thread",1631,15800,"Unknown","4 382,91","4 384,98","2,07",
"Thread",1632,13932,"Unknown","4 383,31","4 385,35","2,03",
"Thread",1633,16724,"Unknown","4 383,71","4 385,86","2,15",
"Thread",1634,9176,"Unknown","4 384,08","4 386,36","2,28",
"Thread",1635,5044,"Unknown","4 384,45","4 386,81","2,35",
"Thread",1636,15108,"Unknown","4 384,82","4 386,93","2,11",
"Thread",1637,2848,"Unknown","4 385,28","4 387,38","2,10",
"Thread",1638,2652,"Unknown","4 385,67","4 388,33","2,66",
"Thread",1639,8044,"Unknown","4 386,11","4 388,67","2,56",
"Thread",1640,18688,"Unknown","4 386,47","4 388,68","2,20",
"Thread",1641,16628,"Unknown","4 386,89","4 389,12","2,23",
"Thread",1642,12932,"Unknown","4 387,28","4 389,77","2,49",
"Thread",1643,8272,"Unknown","4 387,66","4 390,08","2,42",
"Thread",1644,20436,"Unknown","4 388,08","4 390,26","2,17",
"Thread",1645,18152,"Unknown","4 388,49","4 390,75","2,26",
"Thread",1646,1460,"Unknown","4 388,87","4 391,20","2,33",
"Thread",1647,14544,"Unknown","4 389,24","4 391,89","2,65",
"Thread",1648,10060,"Unknown","4 389,61","4 392,38","2,76",
"Thread",1649,19168,"Unknown","4 390,00","4 392,52","2,51",
"Thread",1650,16128,"Unknown","4 390,52","4 393,12","2,60",
"Thread",1651,11432,"Unknown","4 390,90","4 393,50","2,61",
"Thread",1652,8784,"Unknown","4 391,29","4 393,68","2,38",
"Thread",1653,1004,"Unknown","4 391,67","4 394,30","2,63",
"Thread",1654,8276,"Unknown","4 392,10","4 394,54","2,44",
"Thread",1655,7812,"Unknown","4 392,48","4 395,07","2,58",
"Thread",1656,11500,"Unknown","4 392,87","4 395,20","2,33",
"Thread",1657,2584,"Unknown","4 393,26","4 395,80","2,54",
"Thread",1658,11948,"Unknown","4 393,69","4 396,14","2,45",
"Thread",1659,18240,"Unknown","4 394,05","4 396,55","2,50",
"Thread",1660,18716,"Unknown","4 394,45","4 396,51","2,06",
"Thread",1661,15980,"Unknown","4 394,83","4 397,03","2,21",
"Thread",1662,3720,"Unknown","4 395,22","4 397,26","2,04",
"Thread",1663,20468,"Unknown","4 395,64","4 397,50","1,86",
"Thread",1664,16460,"Unknown","4 396,03","4 397,79","1,76",
"Thread",1665,2832,"Unknown","4 445,66","4 448,20","2,54",
"Thread",1666,3544,"Unknown","4 446,34","4 448,47","2,13",
"Thread",1667,13764,"Unknown","4 447,09","4 448,85","1,76",
"Thread",1668,18068,"Unknown","4 447,61","4 449,70","2,08",
"Thread",1669,19048,"Unknown","4 448,01","4 450,09","2,08",
"Thread",1670,1872,"Unknown","4 448,44","4 450,69","2,25",
"Thread",1671,14584,"Unknown","4 448,81","4 451,14","2,33",
"Thread",1672,16744,"Unknown","4 449,24","4 451,42","2,18",
"Thread",1673,19136,"Unknown","4 449,72","4 452,14","2,43",
"Thread",1674,15640,"Unknown","4 450,09","4 452,53","2,43",
"Thread",1675,20240,"Unknown","4 450,49","4 452,86","2,37",
"Thread",1676,17932,"Unknown","4 450,86","4 453,43","2,57",
"Thread",1677,15724,"Unknown","4 451,24","4 453,68","2,45",
"Thread",1678,15836,"Unknown","4 451,74","4 453,91","2,18",
"Thread",1679,11808,"Unknown","4 452,16","4 454,34","2,17",
"Thread",1680,15856,"Unknown","4 452,55","4 455,20","2,65",
"Thread",1681,5596,"Unknown","4 452,94","4 455,34","2,40",
"Thread",1682,10808,"Unknown","4 453,34","4 455,88","2,54",
"Thread",1683,6980,"Unknown","4 453,71","4 456,41","2,70",
"Thread",1684,18988,"Unknown","4 454,19","4 456,54","2,35",
"Thread",1685,15660,"Unknown","4 454,65","4 457,22","2,58",
"Thread",1686,15260,"Unknown","4 455,04","4 457,56","2,53",
"Thread",1687,5600,"Unknown","4 455,42","4 457,68","2,26",
"Thread",1688,1088,"Unknown","4 455,90","4 458,00","2,10",
"Thread",1689,15852,"Unknown","4 456,36","4 458,21","1,85",
"Thread",1690,12772,"Unknown","4 456,78","4 459,22","2,44",
"Thread",1691,6760,"Unknown","4 457,16","4 459,22","2,05",
"Thread",1692,6288,"Unknown","4 457,58","4 459,99","2,40",
"Thread",1693,500,"Unknown","4 457,97","4 459,91","1,94",
"Thread",1694,16708,"Unknown","4 458,50","4 460,44","1,94",
"Thread",1695,14392,"Unknown","4 458,88","4 460,64","1,77",
"Thread",1696,11888,"Unknown","4 459,24","4 461,16","1,92",
"Thread",1697,4676,"Unknown","4 459,64","4 461,51","1,86",
"Thread",1698,17824,"Unknown","4 460,01","4 462,00","1,99",
"Thread",1699,8348,"Unknown","4 460,36","4 462,44","2,08",
"Thread",1700,19516,"Unknown","4 460,85","4 463,36","2,51",
"Thread",1701,14484,"Unknown","4 461,23","4 462,99","1,76",
"Thread",1702,11160,"Unknown","4 461,64","4 463,95","2,31",
"Thread",1703,14148,"Unknown","4 462,02","4 464,12","2,10",
"Thread",1704,5380,"Unknown","4 462,42","4 464,74","2,31",
"Thread",1705,20080,"Unknown","4 462,75","4 465,30","2,55",
"Thread",1706,1676,"Unknown","4 463,18","4 465,27","2,09",
"Thread",1707,904,"Unknown","4 463,64","4 466,14","2,50",
"Thread",1708,2728,"Unknown","4 464,07","4 466,38","2,31",
"Thread",1709,17160,"Unknown","4 464,48","4 466,60","2,13",
"Thread",1710,7716,"Unknown","4 464,85","4 466,84","1,99",
"Thread",1711,15844,"Unknown","4 465,21","4 467,34","2,13",
"Thread",1712,4148,"Unknown","4 465,59","4 467,90","2,31",
"Thread",1713,15860,"Unknown","4 465,97","4 468,00","2,03",
"Thread",1714,14920,"Unknown","4 466,33","4 468,48","2,14",
"Thread",1715,8708,"Unknown","4 466,78","4 469,04","2,27",
"Thread",1716,13320,"Unknown","4 467,20","4 468,89","1,69",
"Thread",1717,16212,"Unknown","4 467,55","4 469,73","2,17",
"Thread",1718,9348,"Unknown","4 467,94","4 469,83","1,88",
"Thread",1719,6640,"Unknown","4 468,41","4 470,35","1,94",
"Thread",1720,17764,"Unknown","4 468,89","4 471,09","2,20",
"Thread",1721,8760,"Unknown","4 469,26","4 471,64","2,37",
"Thread",1722,16440,"Unknown","4 469,67","4 471,45","1,78",
"Thread",1723,19776,"Unknown","4 519,19","4 521,80","2,61",
"Thread",1724,13464,"Unknown","4 519,91","4 521,96","2,06",
"Thread",1725,17292,"Unknown","4 520,63","4 522,60","1,96",
"Thread",1726,14344,"Unknown","4 521,21","4 522,91","1,70",
"Thread",1727,1488,"Unknown","4 521,64","4 523,27","1,63",
"Thread",1728,7148,"Unknown","4 522,05","4 523,89","1,84",
"Thread",1729,3136,"Unknown","4 522,43","4 524,02","1,59",
"Thread",1730,2344,"Unknown","4 522,82","4 525,20","2,38",
"Thread",1731,6260,"Unknown","4 523,19","4 524,80","1,61",
"Thread",1732,13880,"Unknown","4 523,53","4 525,95","2,42",
"Thread",1733,17216,"Unknown","4 523,91","4 526,05","2,13",
"Thread",1734,18972,"Unknown","4 524,40","4 526,48","2,08",
"Thread",1735,17364,"Unknown","4 524,78","4 526,83","2,06",
"Thread",1736,14624,"Unknown","4 525,21","4 527,87","2,66",
"Thread",1737,5312,"Unknown","4 525,59","4 527,73","2,14",
"Thread",1738,20096,"Unknown","4 525,97","4 528,29","2,32",
"Thread",1739,6736,"Unknown","4 526,41","4 528,72","2,31",
"Thread",1740,3820,"Unknown","4 526,79","4 529,17","2,38",
"Thread",1741,2132,"Unknown","4 527,24","4 529,43","2,19",
"Thread",1742,13956,"Unknown","4 527,65","4 529,67","2,02",
"Thread",1743,17208,"Unknown","4 528,15","4 529,97","1,83",
